Date,Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Time,Payment,Rating
2023-12-13,INV001492INV000462INV000648INV000134,ABBB,YangonNaypyitawMandalayYangon,MemberMemberMemberMember,FemaleFemaleFemaleFemale,Food & BeveragesFashion AccessoriesFood & BeveragesElectronic Accessories,284.99,14,18.52,1077.63,8:419:0319:3711:43,Credit cardEwalletEwalletCredit card,32.4
2023-12-14,INV000106INV000594INV000987INV000329INV000299INV000917INV001510INV000376,CCCBACCA,MandalayMandalayNaypyitawMandalayNaypyitawNaypyitawMandalayNaypyitaw,MemberMemberNormalNormalNormalNormalMemberMember,FemaleMaleMaleMaleFemaleFemaleFemaleFemale,Home & LifestyleSports & TravelFashion AccessoriesSports & TravelFashion AccessoriesFashion AccessoriesFood & BeveragesSports & Travel,365.98,47,45.85,1908.8500000000001,11:1212:0615:1113:5014:378:4716:3510:43,CashEwalletEwalletCashEwalletEwalletCashCredit card,56.2
2023-12-15,INV000139INV001980INV000232INV000233INV001277INV001783INV001659INV000992INV001601INV000612,CCAAACCABA,MandalayMandalayYangonNaypyitawYangonYangonNaypyitawMandalayYangonNaypyitaw,MemberNormalNormalMemberNormalMemberNormalMemberMemberMember,MaleMaleFemaleMaleFemaleMaleFemaleFemaleFemaleFemale,Home & LifestyleFood & BeveragesHome & LifestyleElectronic AccessoriesElectronic AccessoriesHealth & BeautyHome & LifestyleHealth & BeautyHealth & BeautyHealth & Beauty,512.24,35,78.23,3634.66,9:4616:4611:1214:1019:2613:5311:5613:4218:3019:09,CashCredit cardCashCashCredit cardCashCashEwalletCredit cardCredit card,66.9
2023-12-16,INV000347INV000865INV000354INV001143INV001375INV001816,CAAAAC,MandalayMandalayYangonNaypyitawYangonNaypyitaw,NormalMemberMemberMemberMemberMember,MaleFemaleFemaleMaleMaleMale,Food & BeveragesHealth & BeautyElectronic AccessoriesHome & LifestyleFashion AccessoriesFashion Accessories,427.48,29,31.86,1218.8899999999999,11:1916:4719:0813:349:2311:52,CashCredit cardCashCashEwalletCash,38.1
2023-12-17,INV000787INV001627,AC,NaypyitawNaypyitaw,NormalMember,FemaleMale,Home & LifestyleHome & Lifestyle,111.03,9,3.87,678.04,11:098:24,EwalletEwallet,12.100000000000001
2023-12-18,INV000447INV000783INV000495INV000178INV000006INV000244INV001017INV001336INV000640,CBACBCBAC,MandalayNaypyitawYangonYangonYangonMandalayMandalayMandalayNaypyitaw,NormalMemberMemberNormalNormalMemberMemberMemberNormal,MaleMaleMaleFemaleFemaleMaleFemaleFemaleFemale,Sports & TravelHome & LifestyleElectronic AccessoriesElectronic AccessoriesHealth & BeautyHome & LifestyleHome & LifestyleSports & TravelFood & Beverages,446.62,22,45.16,2647.87,16:5918:0414:0415:2813:5918:1813:078:1110:03,CashCashCredit cardCredit cardCredit cardCashCashCashCash,66.7
2023-12-19,INV000676INV000183INV000115,CAC,YangonYangonYangon,NormalNormalMember,FemaleFemaleFemale,Fashion AccessoriesHealth & BeautyHealth & Beauty,180.45,13,20.73,903.95,8:568:1715:40,CashCredit cardEwallet,19.1
2023-12-20,INV000482INV001867INV000279INV000954INV000991INV000731INV000203,BCCBABA,YangonMandalayMandalayYangonYangonMandalayMandalay,MemberMemberNormalMemberNormalNormalMember,MaleMaleFemaleMaleMaleMaleFemale,Fashion AccessoriesElectronic AccessoriesFashion AccessoriesFood & BeveragesSports & TravelFashion AccessoriesFood & Beverages,367.88,49,43.35,2049.92,11:2617:0817:559:0913:2115:0614:21,Credit cardCashCashCredit cardCredit cardEwalletCash,50.4
2023-12-21,INV001265INV001431INV000944INV001173,AAAA,MandalayYangonNaypyitawYangon,NormalMemberNormalMember,FemaleMaleFemaleMale,Health & BeautyHome & LifestyleFood & BeveragesSports & Travel,233.42,25,14.870000000000001,800.51,19:3018:1912:3816:45,CashCashCashCash,30.099999999999998
2023-12-22,INV001964INV001698INV001153INV001204INV000684INV000358INV000158,CCCCBCA,YangonNaypyitawNaypyitawMandalayMandalayYangonNaypyitaw,NormalMemberMemberMemberMemberMemberNormal,MaleFemaleFemaleFemaleFemaleMaleMale,Food & BeveragesHealth & BeautySports & TravelElectronic AccessoriesElectronic AccessoriesFashion AccessoriesHome & Lifestyle,426.77,41,36.12,1603.77,13:0219:5112:4115:1411:2812:2919:04,Credit cardEwalletCredit cardCredit cardEwalletEwalletEwallet,44.6
2023-12-23,INV000493INV000708INV001119INV000402,CAAC,NaypyitawYangonYangonYangon,NormalNormalNormalNormal,FemaleMaleFemaleMale,Health & BeautyFood & BeveragesFashion AccessoriesFashion Accessories,276.11,19,20.43,1419.25,16:3910:2811:5617:34,EwalletEwalletEwalletCredit card,25.8
2023-12-24,INV000692INV001318INV000399INV001272,ABBA,YangonMandalayYangonYangon,MemberNormalNormalNormal,MaleFemaleMaleFemale,Fashion AccessoriesFashion AccessoriesSports & TravelElectronic Accessories,221.64,25,18.75,794.25,14:2719:1116:4916:22,CashEwalletCashEwallet,27.5
2023-12-25,INV001878INV001930INV001647INV000267INV001632INV001103INV001914,AABCBAA,NaypyitawNaypyitawYangonYangonYangonNaypyitawYangon,MemberMemberMemberMemberMemberMemberMember,MaleFemaleMaleFemaleFemaleMaleMale,Fashion AccessoriesSports & TravelHome & LifestyleSports & TravelFood & BeveragesHome & LifestyleSports & Travel,428.19,37,31.27,1663.6,18:538:1519:0013:0612:0012:2914:05,CashCredit cardEwalletCashEwalletCashEwallet,47.0
2023-12-26,INV001587INV000487INV000056INV000750INV000053INV000691INV001893INV001404INV001400INV001357,BACACCABBC,NaypyitawYangonNaypyitawNaypyitawNaypyitawNaypyitawMandalayYangonMandalayMandalay,MemberMemberNormalNormalMemberMemberMemberMemberMemberMember,FemaleFemaleFemaleFemaleMaleFemaleMaleFemaleMaleFemale,Food & BeveragesHealth & BeautyFood & BeveragesSports & TravelSports & TravelSports & TravelElectronic AccessoriesFashion AccessoriesSports & TravelSports & Travel,572.37,64,59.58,2556.28,15:258:2116:3313:468:5415:4017:539:4417:5513:36,CashCashCashCredit cardCredit cardEwalletEwalletCashCredit cardCredit card,68.8
2023-12-27,INV000996INV000270INV001610INV001607INV001524INV000924INV001558INV001030INV000758INV000811INV000821,CBBCACBABCC,MandalayNaypyitawMandalayYangonNaypyitawNaypyitawMandalayMandalayMandalayNaypyitawMandalay,MemberNormalMemberMemberMemberNormalMemberNormalMemberMemberMember,MaleFemaleMaleFemaleMaleFemaleMaleFemaleMaleMaleFemale,Fashion AccessoriesHealth & BeautyFood & BeveragesHome & LifestyleFashion AccessoriesFashion AccessoriesHealth & BeautySports & TravelFashion AccessoriesHealth & BeautySports & Travel,547.84,43,62.06,2315.07,12:2912:0317:0212:0411:0615:5812:2111:428:5810:2311:24,Credit cardEwalletEwalletCashCredit cardCashEwalletCashCashCredit cardEwallet,70.0
2023-12-28,INV000960INV000371INV000143INV001709INV000181INV001766INV001107INV001917INV000827,ABAACAAAA,MandalayYangonMandalayNaypyitawNaypyitawYangonMandalayYangonNaypyitaw,MemberNormalNormalNormalNormalMemberMemberMemberNormal,FemaleFemaleMaleMaleFemaleFemaleMaleFemaleMale,Fashion AccessoriesHealth & BeautyFood & BeveragesFashion AccessoriesSports & TravelFood & BeveragesHealth & BeautyHealth & BeautyFashion Accessories,485.18,43,49.34,2601.27,8:5119:3518:4217:0216:5218:4816:4813:269:46,Credit cardEwalletCredit cardCashCashCredit cardCashEwalletCash,68.3
2023-12-29,INV000942INV001752INV000654INV000599INV000133INV001536,ABAACA,MandalayYangonYangonMandalayNaypyitawYangon,MemberNormalMemberMemberMemberMember,FemaleFemaleMaleMaleFemaleMale,Health & BeautyFashion AccessoriesFood & BeveragesHome & LifestyleFashion AccessoriesSports & Travel,343.82,29,27.53,1754.42,10:3119:2013:3212:0814:3511:55,Credit cardEwalletCredit cardCashCredit cardCredit card,36.4
2023-12-30,INV001078INV000386INV000773INV001571,BBCA,YangonYangonNaypyitawYangon,NormalNormalNormalNormal,MaleMaleMaleFemale,Electronic AccessoriesSports & TravelSports & TravelElectronic Accessories,220.75,31,22.189999999999998,587.29,15:3319:119:2211:55,Credit cardEwalletEwalletCredit card,28.9
2023-12-31,INV000264INV000947INV000401,BAB,NaypyitawNaypyitawMandalay,MemberMemberMember,MaleMaleMale,Food & BeveragesFood & BeveragesElectronic Accessories,206.18,10,13.57,862.2,9:1016:0812:39,EwalletCredit cardEwallet,24.0
